,title,category
219,송영길  3분기 신용카드 사용액  일부 현금으로 돌려드릴 것 ,Politics
220,민주당  대체공휴일 법안 처리  오는 광복절부터 즉시 시행 ,Politics
224,이준석  버스 정시출발론 에   안철수 측은  기차 플랫폼론 ,Politics
225,빈 수도원 찾은  대통령  정치인 된 후 높은 윤리의식 지켰다 ,Politics
226,서울시  자영업자 다중시설 종사자 등 백신 우선접종 건의 ,Politics
227,   죽마고우  이철우  윤석열  정치 사법 균형 회복 이끌 적임자 ,Politics
228,김정은  식량형편 긴장  당 전원회의서 국제정세 대응결정 예고 종합2보 ,Politics
237,심상정  차별금지법 답 유보한 이재명에  윤석열 방패 삼지 마라 ,Politics
238,고민정  능력주의적 오만  이준석 겨냥 ,Politics
239,대외소통 시작한 이준석 역대 대통령 묘역 참배,Politics
240,유승민  기본소득 만병통치  이재명 가짜약 그만 팔라 ,Politics
241, 선거법 위반  이상직  징역 1년4개월 집유 2년  의원직 상실 위기,Politics
255,권은희  새로운 당명으로 합당해야    버스출발론 은 맞지 않아 ,Politics
256,   송영길  내로남불 반성  투기 의혹 의원 아직 당에 ,Politics
257,  대선주자 양승조  개헌 연석회의 제안 양극화 저출산 논의 ,Politics
258,이준석  역대 대통령 묘역 참배    노무현 전 대통령도 찾아 뵙겠다 ,Politics
259, 의 화두는  압도적 정권교체   보수 중도 탈진보 아우른다 ,Politics
260,하태경  윤석열  국민들 못 알아듣게 말해   저문 이유 ,Politics
261,   죽마고우  이철우  이준석 새 정치   큰 정치 결합돼야 정권교체 ,Politics
262, 전문 송영길  내로남불 반성 조국의 시간을 국민의 시간으로 ,Politics
263,문 대통령  한국 스페인  부엔 카미노   펠리페 6세 국왕과 만찬서,Politics
268, 청년 재난시대    폐기된  청년특임장관  소환한 송영길,Politics
269, 수술실 CCTV  신중론 이준석에    아연실색  맹공,Politics
270, 기득권정치 신물  영호남 교수 160명     경선연기 반대 ,Politics
271, 뉴스포커스  문대통령  스페인 국빈방문 백신허브 각인 총력,Politics
272, 대통령 기사에 악플 단 병사  상관 모욕죄 ,Politics
282,  전주혜  송영길  내로남불 극복책을 제시하라 ,Politics
283,  대외 입장  강경 대화 중 어떤 선택하나,Politics
284, 전문  송영길  주택문제  누구나집 프로젝트로 해결 ,Politics
285,추미애  차별금지법 청원 10만 돌파 지체할 이유 없어 ,Politics
286,하태경  이재명  기본인격 더 문제 윤석열  선문답 안철수 비슷 ,Politics
301,이재명  중기협동조합 교섭권 보장법 제값받기 위한 실질적 공정 ,Politics
302,송영길  특정세력에 주눅 안돼 끊임없는 변화로 국민 신뢰 얻겠다  종합 ,Politics
303,이재명 민주당  이준석  수술실 CCTV 설치 유보  발언 뭇매,Politics
304,윤석열측    X파일  거리낄 것 없다 압도적 정권교체 필요 ,Politics
305,송영길    청년특임장관  제안  3종 패키지  중심 추경 편성 ,Politics
306,송영길  청년 재난의 시대 대통령께 청년특임장관 신설 제안 ,Politics
307,송영길  국회연설   3종 패키지  중심 추경 편성 ,Politics
308,박용진  경선연기 아니라 경선흥행 신경써야 ,Politics
309,김정은  농사에 집중 절실  해결해야 할 최우선 과업 ,Politics
310, 수술실 CCTV 설치법  두고     이준석 비판  총공세,Politics
316,이준석  곧 봉하마을 찾아갈 것 사무총장 삼고초려 중 ,Politics
317,민주 송영길 첫 국회 연설  국민의 시간  강조 추경 청년 부동산 강조,Politics
318, 선거법 위반  이상직  집행유예 2년  의원직 상실 위기 상보 ,Politics
319,선거법 위반 이상직  당선무효형  징역형 선고,Politics
320,추미애  웃음꽃 만개한 이유   차별금지법 청원 10만 돌파 지체 이유 없다 ,Politics
331,박용진  이재명 대세론  안방대세론 확인 경선 원칙대로 가자 ,Politics
332,윤희숙  박원순 마을기업 물품 구매가  국민 의무 라니   사고 방식 경악 ,Politics
333,고민정  샌델 하버드 교수 인용해 이준석 저격  오만한 능력주의 ,Politics
334,G7압박에 뿔난    대만상공에 군용기 28대 마구잡이 진입,Politics
335,중앙재난안전대책본부 브리핑  6월 16일 ,Politics
351,김남국   이준석 태풍   대표적인 청년정치 실패 사례 될 수도 ,Politics
352, 가정교육 못 받았냐   돼지XX  병사에 폭언 상관모욕 간부  보직해임 ,Politics
353, 국힘 입당  묻자   윤석열 측  국민의힘에서 이기는 것만으로는 의미 없어 ,Politics
354,송영길   대표  국회 연설  청년특임장관 신설  제안,Politics
355,젠더 갈등으로 설명 안 되는  행복    돈 학벌의 문제였다,Politics
356,내년 농촌협약 대상 시 군 20곳 선정 5년간 300억원 지원,Politics
357,전광훈  젖비린내 나는 이준석에 당하면 나라 끝난다  막말,Politics
358, 이준석 돌풍 불자  송영길  청년 특임장관 신설하자 ,Politics
359, 윤석열 절친  이철우    새정치   큰 정치로 정권교체 ,Politics
365, 6말7초 대권도전 선언  윤석열   김종인 정권교체 함께하시리라 믿어 ,Politics
366,안철수 측  새로운 당명으로 가는 게 원칙 있는 합당 ,Politics
367,이준석  서울현충원 참배  봉하마을   대통령 묘역도 가겠다 ,Politics
368,  이번엔 오스트리아 대신 독일 국기 올렸다  야근자 실수 ,Politics
369,   한일관계  열린자세로 양국 발전 위해 계속 노력 ,Politics
380,고민정  능력주의  승자에게 뻐김 오만만 안길 뿐  이준석 때렸나,Politics
381,송영길  2차 추경  재난지원금 카드 캐시백 등 3종 패키지 중심 ,Politics
382,   차별금지 대응  평등법  발의  처벌조항 삭제 ,Politics
383,선거 때  샤이  언급하는 쪽이 진다,Politics
384,고민정  이준석 겨냥   능력주의  승자들을 오만으로 ,Politics
400,30세 미만 장병 53 9   화이자 백신 1차 접종 완료,Politics
401,송영길  우클릭  의지  산업화 민주화 영웅 선양 계승해 나갈 것 ,Politics
402,송영길   청년층 위해 특임장관 신설   누구나집  주거정책 추진할 것 ,Politics
403, 측  윤석열   에 실망한 탈진보 세대도 갖고 간다 ,Politics
404,인천 청라의료복합타운 사업자 공모에 5개 대형병원 각축,Politics
406,국방부  성폭력 피해 특별신고 기간 2주 연장,Politics
407,송영길  교섭단체연설서  집값 상승  임차인 임대인 나누자 ,Politics
408, 수술실 CCTV 설치법  두고 한판 붙은 이재명 이준석,Politics
409,대선 출마 선언한 하태경  윤석열 견제  안철수 전철 밟지 않기를 ,Politics
415, 청년  21번 언급한 송영길  청년 특임장관 신설 제안 ,Politics
416,윤석열 쪽  국민의힘 후보로 대선 승리 큰 의미 없다 ,Politics
417,태영호    6 15 공동선언 침묵에  교훈 삼아야 할 건  ,Politics
418,윤석열  이제  검증의 시간  이달 정치 선언 8월 입당  시간표 윤곽 ,Politics
419,고민정  마이클 샌델 인용해  능력주의적 오만  이준석 겨냥 ,Politics
430,윤석열 측   6말7초  대선 출마 선언   공세  거리낄 것 없다 ,Politics
431,민주 최고위  오늘 대선기획단 논의  상위 2  종부세 도 검토,Politics
432,  총선 공약이었던  청년특임장관  이준석 돌풍에 재등장,Politics
433, 특정세력에 주눅 안돼 조국의 시간을 국민의 시간으로   종합 ,Politics
434, 자력갱생 투쟁기풍 최대 필요  김정은  마이웨이  택하나,Politics
450,송영길   3종 패키지  지원 청년특임장관 신설 제안,Politics
451,송영길  재보선 참패  집값상승 내로남불에 대한 심판 ,Politics
452,윤석열측  6말7초 정치 참여  김종인  정권교체 함께 하리라 믿는다 ,Politics
453,송영길  언론  사회적 책임 방기   징벌적 손배제 도입할 것 ,Politics
454,민주당 광주 전남 당원 321명  대선 경선 일정 지켜져야 ,Politics
455,송영길  백신접종 후진국  무책임한 우리 언론 기억하느냐 ,Politics
456,김근식   MZ 글씨  공감 못하고  배 아파 시비  민경욱  내 배가 왜 아파 ,Politics
457,송영길  누구나집  임차인에게 오른 집값 50  배당 거짓말 같은 일 현실로 ,Politics
458, 단독 김어준 진행 맡자  서울시 공공기관 TBS광고 4년새 20배 폭증,Politics
463,송영길  검찰개혁 추진      옴부즈맨 제도  도입할 것 ,Politics
464, 현장연결  송영길 국회 연설  내로남불 혁파 변화하겠다 ,Politics
465, 대통령  열정 권위주의 극복 경제발전 스페인  한국 서로 닮아 ,Politics
466, 단독  에 소녀상 설치 무산   서 조직적 압박 우리 정부는  뒷짐 ,Politics
467,윤석열 집에 초대받은 김경율  추미애는   지지자일뿐 ,Politics
477,심상정  윤석열 방패 삼아 몸 사리는 모습  이재명 답지 않아 ,Politics
478, 측  국힘 당명 바꿔야 이달내 가시적 결과 어려워 ,Politics
479,   당 전원회의  국제정세 대응  예고 김정은  식량형편 긴장  종합 ,Politics
480, 단독   강경파들  전당대회서 권리당원 비중 높이자  당헌 개정 요구,Politics
481, 속보  송영길  에너지 믹스 불가피   소형원자로    에너지 공급 방안 될 수도 ,Politics
496,장혜영  이준석  페미니즘 오해 조장하는 화법 의도적인 느낌 ,Politics
497,송영길  세금 때려도 집값 안잡혀  공급폭탄  과감히 추진 ,Politics
498,송영길  부동산 내로남불 반성 친문도 직격  당심 민심 괴리 ,Politics
499,송영길  소형원자로    에너지 공급 유용한 방안될 수 있어 ,Politics
500,송영길    정부  첨단산업 새 지평 열어   항공산업 강력 뒷받침할 것 ,Politics
501, 세불리는  이재명계 안에선  경선연기  맹공  밖으론  기본소득  엄호,Politics
502, 김정은 별장 서 주말마다 제트스키 누가 탔을까 ,Politics
503,김정은  식량난 인정  인민 식량 형편 긴장해지고 있다 ,Politics
504,북한  상반기 경제 성과 대체로  만족  하반기 과제는 식량 확보,Politics
505,송영길  조국의 시간을 국민의 시간으로 전환 ,Politics
511,이준석  순국선열이 이룩한 기틀 위에 새로운 미래 그리겠다 ,Politics
512, 내로남불  반성한 송영길  과감한 부동산 공급 청년장관 신설 ,Politics
513,송영길  친문 겨냥  특정세력에 주눅 드는 순간  민심과 유리 ,Politics
514,송영길   백신거지  비아냥 언론에 답답     백신 파트너십 구축 성과 ,Politics
515,하태경   화법 모호  안철수 같아 이재명  인격이 더 문제 ,Politics
526,국민의당 권은희  새 당명으로 가는 게 원칙있는 합당 ,Politics
527, 전문 송영길 첫 교섭단체연설  무능 내로남불 극복해 국민 신뢰 극복하겠다 ,Politics
528,G7 나토 직후    국제정세 대응방향 제시  예고 메시지 주목,Politics
529,  박수현  한일 정상회담 불발에  두 나라  많이 노력했다 ,Politics
530,경기북부지역서 15일 밤 음주운전자 9명 적발,Politics
546,김부겸  오는 20일 발표 새 거리두기 방안  방역 일상에 큰 변화 ,Politics
547,여야정 상설협의체 재가동되나   송영길  새로운 변화의 시작 ,Politics
548,    천안함 북한 폭침 사전징후 보고 받고도 조치 안 취해 ,Politics
549, 전문  송영길  국민 받들어 끊임없이 변화 발전하겠습니다 ,Politics
550,장혜영  이준석  그동안 페미니즘 오해 조장하는 화법   책임감 있게 발언해야 ,Politics
551,송영길   특정 세력에 주눅 들면 민심과 유리된다 ,Politics
552,송영길  검찰개혁 뿌리내리도록 최선 지방검사장 외부 개방 ,Politics
553,조정훈   사부  김동연  정치에 봉사할지 고민중 신주류 만들것 ,Politics
554,하태경  윤석열 화법 모호   실패 전철 밟지마라 ,Politics
559,화성시  코로나19 백신 접종자 인센티브 제공,Politics
560,송영길  공급폭탄에 가까운 과감한 공급정책 추진 ,Politics
561, 윤태곤의 판 윤석열 추미애  뜨면 같이 뜨는 적대적 공생 ,Politics
562,윤석열의 대선 시계 빨라진다  이준석 등장에 6말 7초 국힘 입당할 수도,Politics
563,송영길  3종 패키지  추경 속도전  신용카드 캐시백 ,Politics
573,사상 첫 토론배틀 대변인 선출    이준석  기대된다 ,Politics
574,이준석  서울현충원 참배    전 대통령 봉하마을도 찾아뵙겠다 ,Politics
575,교섭단체 연설서 송영길  검찰청 수사 인력 조정해야 ,Politics
576,고민정   공정하다는 착각  인용  능력주의 윤리 승자들을 오만으로 ,Politics
577,윤석열   조국흑서  쓴 김경율 자택서 만나  정치 개혁  대화,Politics
592, 청년  21번 외친 송영길  청년특임장관 신설 제안 종합대책 필요 ,Politics
593,군대 코로나19 신규 확진  0명  화이자 백신 접종 22만 명,Politics
594,김근식  이준석 글씨체 지적 민경욱 꼰대 문화 그 자체 ,Politics
595,김정은이 직접  식량형편 긴장  언급 북한 쌀값 경고등,Politics
596, 윤석열  정치 사법 균형점 누구보다 잘 알고 국정 가능     검찰 출신 대통령 안 된다  지적 반박,Politics
597,윤석열 측  X파일  전혀 거리낄 것 없다   공세 떳떳 ,Politics
598,이준석  자유 민주화 산업화 기틀 위에 새 미래 그릴 것 ,Politics
599,박근혜 4년  문재인 4년 예산 분석해보니,Politics
600,송영길  2차 추경 돌입해야 6월 국회 민생의 시간 ,Politics
606,작심 발언 쏟아낸 송영길  조국의 시간을 국민의 시간으로   전문 ,Politics
607, 현장영상  송영길   누구나집  통해 거짓말 같은 일 현실로 나타날 것 ,Politics
608, 황금열쇠  선물 받은  대통령  이 열쇠로 코로나19 극복의 문 열겠다 ,Politics
609,대대장이 병사 아버지 부대로 불러  제보 말라  협박,Politics
610,이준석  역대 대통령 묘역 참배  봉하마을   대통령 묘역도 가겠다 ,Politics
621,박용진  이재명은  안방대세론  센 경선 필요 ,Politics
622,송영길  언론 징벌적 손배제 도입   권력화된 포털로부터 독립시킬 것 ,Politics
623,   G7 의미  한일회담 성사 공방으로만 흘러 안타깝다 ,Politics
624,국선변호사 피의자로 소환  부대원 신상 유포도 조사 ,Politics
625,송영길  재생에너지로 탄소중립 어려워   원전  에너지 믹스  불가피    원전  전환 시사,Politics
641,권은희  야권통합   버스출발론  맞지 않아  기차플랫폼  가야 ,Politics
642, 속보  송영길  공수처 인력 증원  검찰 감원해야 ,Politics
643,윤석열 측    엑스파일  전혀 거리낄 게 없다 ,Politics
644, 전문 송영길  변하지 않으면 도태  국민 신뢰 다시 얻겠다 ,Politics
645,박용진  좌고우면 말고 원칙대로    경선 연기 재차 반대,Politics
646, 6말7초 대권도전 한다는 윤석열   간보기 정치  마무리 ,Politics
650,북한  대외 메시지 낸다  정세에 맞는 중대 사업 토의결정 ,Politics
656, 토론토 거주 탈북자  자서전  뿌리뽑힌 나무  출간,Politics
657, 나는 대변인이다  토론 배틀     이준석의  공정 에 물음표,Politics
658,추미애  차별금지법 청원 10만 동의 기뻐   국회가 화답해야 ,Politics
659,송영길  소형원자로  북한에 에너지 공급방안 될 수 있다 ,Politics
660,송영길  국민을 위한 검찰개혁 추진   지방검사장직 외부 개방 ,Politics
671,송영길  지난 40년간 무주택자 비율 5 p 밖에 안 줄어 ,Politics
672,윤석열 측  X파일  거리낄 것 없다 대선 압승 필요 ,Politics
673,  대변인  압도적 정권교체 목표 이준석 김종인 함께 할 수도 ,Politics
674,이동훈  윤석열   6말 7초 대권도전  선언   민심 탐방 나설 것 ,Politics
675,윤석열측  압도적 정권교체 위해 김종인과 함께 할 수도 ,Politics
691, 한국보고 배웠다   대통령  스페인서  황금열쇠  받고 국왕만찬,Politics
692,추미애  조화로운 꽃들처럼 차별금지법 지체할 이유X ,Politics
693,조정훈  닥치고 격차해소  김동연 등판 밖에는 없다 ,Politics
694,김남국  이준석 태풍  청년정치 대표적 실패 사례 될수도 ,Politics
695,윤석열 측 이동훈   X파일  거리낄 게 없다     압도적 정권교체 해야 ,Politics
696,이재명  공수처  윤석열 수사에 면죄부 주려는 것 아닌가 ,Politics
697,이준석  안철수와 공식 회동 합당 논의 본격화 ,Politics
698,민주  대체휴일법 처리키로 광복절부터 올해 휴일 4일 증가,Politics
699,윤석열  이탈 진보까지 아울러 압도적 정권교체 필요 ,Politics
700,하태경  이재명  기본소득보다 기본인격이 더 문제 인성테스트 받길 ,Politics
706,역대 대통령 묘역 참배한 이준석  봉하마을도 갈 것 ,Politics
707,꽃바구니 든 추미애  차별금지법 청원 10만 돌파  기쁜 소식 ,Politics
708,   개헌  이제 대통령의 시간에 있지 않아  대선개입 경계,Politics
709,고민정   공정하다는 착각  인용  능력주의 윤리  승자들 오만으로 ,Politics
710,장혜영  이준석  페미니즘 오해 조장 화법 써와 보다 책임감 있길 ,Politics
721, 조국  견뎌줘 고맙다  부산교육감 옹호 글에 학부모  실망이다 ,Politics
722, 최강시사  하태경  안철수 타이밍 두 번 놓쳐 상황파악 결단력 떨어져 ,Politics
723,이준석 겨냥한 고민정  능력주의 윤리는 승자들을 오만으로  ,Politics
724,신동근  국민의힘   부동산 조사  침대축구처럼 버텨 황당무계 ,Politics
725, 윤석열  보수 중도 탈진보 묶는 압도적 정권교체 추구 ,Politics
741,김남국  윤석열  견학 그만 다녀라 피하지말고 빨리 링 올라오라 ,Politics
742,김민석  정세균  대파란  돕겠다  도덕성 경제 모두 갖춘 분 ,Politics
743,권익위  원래대로 사용할 수 없다면 잔여지 보상해야 ,Politics
744,이준석  토론배틀로 뽑힌 대변인 생계걱정 없도록 활동비 충분히 주고 싶어 ,Politics
745,이준석  토론배틀 기대 생계 걱정 없게 활동비 주고파 ,Politics
747, 대통령 말한    백신 지원     국민 완전 접종이 전제 ,Politics
748, 황출새 권은희    통합과정   버스 정시출발론 아닌 기차 플랫폼 역할 해야 ,Politics
749,G7  대만 언급  후   역대 최대규모 대만 공중압박,Politics
750,김부겸 총리  7월 거리두기 방안  방역 일상에 큰 변화 ,Politics
756,이준석     기득권 대변  이재명에  180석 휘둘러 부동산 사고 친 건 민주당 ,Politics
757,이준석  현충원 참배  자유 민주화 산업화 계승 새 미래 그릴 것 ,Politics
758,전현희  편향성 논란에 결국 국민의힘 전수조사 직무회피,Politics
759, 고위공직자 암호화폐 재산신고 의무화  10명 중 7명  찬성 ,Politics
760,전광훈  젖비린내 나는 이준석에 당하면 나라 끝난다 ,Politics
771,김남국  기득권에 아닌 건 아니라고 해야 나이만 젊다고 청년정치 아냐 ,Politics
772, 주간  전  간판은 설렁탕집  파는 건 돼지국밥 ,Politics
773, 렌즈로 본 세상 여군 출신 예비역의 눈물,Politics
774,이준석  서울현충원 전직 대통령 묘소 참배   대통령  봉하마을  찾겠다 ,Politics
775,권은희  새 당명으로 합당해야 정시출발론은 야권 단일후보에 안맞아 ,Politics
791, 엔깐따도  스페인어 인사한   교민   이니 숙이  지켜줄게 ,Politics
792, 통일은 이제 시작됐다  더는 멈출 수 없다  기회를 잡은 콜  안정식 기자와 평양 함께 걷기 ,Politics
793, 문재인 대통령 환영  스페인  역대급 환영식  영상 ,Politics
794,김부겸  7월 적용할 새 거리두기 개편안 20일 발표 ,Politics
795,경선 연기론 선 그은 박용진  원칙대로 치열하고 쎈 경선 하자 ,Politics
796,김 총리  새 거리두기 방안  방역 일상에 큰 변화 될 것 ,Politics
800, 최강시사  박수현  북한 동의  우리 백신 수급 접종 완전 해결 전제하에  에 백신 공급 당연히 검토 ,Politics
806, 측  윤석열이 반사체  이준석 현상도 마찬가지 ,Politics
807,  박수현  G7 의미  한일회담 성사 공방으로만 흘러 안타까워 ,Politics
808,윤석열측   정부 실망한 탈 진보세대까지 함께 가야 ,Politics
809,윤석열 대변인  이준석과 만날 수 있지만  굳이 인사 위해선  ,Politics
810,정청래 김남국  윤석열에  견학 그만   벼락치기 ,Politics
821,박용진  때 늦은 경선연기  국민들 바라는 변화 아냐 ,Politics
822,송영길  취임 후 첫 국회 대표연설 부동산 등 민생 메시지 주목,Politics
823, 현장연결  김총리  새 거리두기 방안  방역 일상에 큰 변화 될 것 ,Politics
824,한 일 회담 불발 후폭풍 문 대통령  도쿄올림픽  방일 ,Politics
825, 총리  새로운 거리두기  20일 발표 방역 일상 큰 변화 ,Politics
841,윤석열측  X파일   전혀 거리낄 것 없다   공세 떳떳 ,Politics
842, 초선 고영인  당 선배들  튀면 안좋아  조언 압박 느꼈다 ,Politics
843,확연히 살 빠진 김정은 보름 새 4번째 공개행보,Politics
844,북한 당 전원회의 주석단에서 사라진 박태성 선전 비서,Politics
845, 신문  일본 정부  한국과 대화 자세 잃지 말아야 ,Politics
847,이준석의  따릉이 와 이낙연의  롤 LOL    여기는 논설실 ,Politics
848,모든 공휴일에  대체휴일  주자  이르면 광복절부터 ,Politics
849,김정은  식량 형편 긴장  올해 모든 힘 농사에 집중할 것 ,Politics
850,이준석  당원 가입  전무후무한 증가세 ,Politics
856,희생장병부터 찾은 이준석  대통령묘역 참배  봉하마을도 갈것 ,Politics
857, 대통령에  황금열쇠   국빈만찬   스페인 극진한 환대,Politics
858,이준석  이승만 박정희 김대중 김영삼 전 대통령 묘역 참배  봉하마을도 찾아뵙겠다 ,Politics
859,윤석열 대변인     공정  취임사에 국민들 심한 배신감  결국  에 기대 ,Politics
860,김재원  이준석   8월 버스 출발  등 너무 앞서가 오해 논란 자초 ,Politics
871,윤석열  내년 대선에서 압도적 정권교체 필요 180석 민주당 압도해야 ,Politics
872,윤석열측  정치 선언 장소 호남 등 고려 공수처  과도하게 무리 ,Politics
873,현충원 참배 마친 이준석  봉하마을   전 대통령도 찾아뵙겠다 ,Politics
874,김석준 부산교육감  온 가족 조리돌림 고통 견딘 조국 고맙다 ,Politics
875,이재명  시민 바람과 동떨어져 실망   사흘 만에 이준석  직격 ,Politics
891,김부겸 총리  7월부터 거리두기 개편 일상에 큰 변화 있을 것 ,Politics
892,이준석 안철수 첫 공식 회동 합당 논의 시작되나 ,Politics
893,김총리  7월부터 적용 새 거리두기  방역 일상에 큰 변화 올 것 ,Politics
894,고영인  586  과거 자양분으로 먹고 살면 안돼 변해야 ,Politics
