title,category
 집값 잡기  손 잡은 국토부 서울시  주택공급은 갈등 불씨,Economic
 스포츠 마케팅 으로도 설명 안되는 KT 농구단 이전,Economic
정부      년까지 연매출  조  블록버스터 신약  개발 지원,Economic
한은  하반기 물가 상승 압력 커져  금리 인상 명분 쌓나,Economic
 코스닥 마감 외인 기관 쌍끌이    선 코앞,Economic
 아산미진 무지개아파트  임대 후 분양 전환 실시,Economic
지난달   주 신고가 찍은 종목  코로나 전보다    배 늘었다,Economic
P P업체  곳  제도권 첫 진입   대형사 중심  옥석가리기  시작,Economic
지난해 세계 풍력발전 역대 최대 보급 국내 업체는 군침만,Economic
마켓컬리  해외상장 본격화 외국계 투자사 유치  총력 ,Economic
국제유가    달러 전망 다시 주목받는 정유 ,Economic
 단독   손흥민 류현진 경기 중계 스포티비   천억 된다고   사모펀드 러브콜,Economic
 뉴스 까 페  삼성카드  최고금리      로 인하  금리     넘으면 사금융으로 내몰린다 ,Economic
기업 회생 절차 밟는 쌍용차  노조 자구안 수용 결정 내달부터  무급 휴직 ,Economic
기업 지주사  쌓아둔 현금   조 중소 지주사는 줄었다,Economic
벤츠 전기SUV  더 뉴 EQA      만원대에 살 수 있다,Economic
코스피       상승 마감 미국 물가 ECB 회의 관망 종합 ,Economic
 단독 삼성SDI  스스로 불끄는 ESS 또 진화 하반기 출시,Economic
 네 마녀의 날  코스피     선 회복   외인  천억  사자 ,Economic
차바이오텍  신경 전구세포 증식 방법  유럽특허 획득,Economic
코스피  외인 개인 동반 매수에 상승 마감 사흘 만에 반등,Economic
 핫스탁 하림 쌍방울 대원전선 종합 ,Economic
 현장에서  중소기업 협동조합 임원의 뒷맛 씁쓸한 전화,Economic
특화시설 충분히 갖춘 단독형 주택 인기  오는   일 청약 앞둔  라시에라 태전 ,Economic
  농장  소똥으로 이더리움 채굴용 전력 조달,Economic
장 중 기업공시  월   일 ,Economic
방역당국  식약처    세 이상 초 중학생 화이자 백신 접종 여부 검토 ,Economic
광주 사고 현장 찾은 노형욱 국토부 장관  사고 원인 철저히 규명 ,Economic
토스 증자  기업가치  배로  이승건 대표 지분     초반대로 떨어져,Economic
호텔 숙박권에 대형가전까지 사업 영역 넓히는 마켓컬리,Economic
 원전 부터  치매 까지   증시 견인하는 테마주 순환매,Economic
   만명 끌어모은 신협  온뱅크 ,Economic
서울 아파트 매매가  주 연속 오름폭 확대,Economic
LG 떼고 간판 바꿔 단 LX그룹 계열사,Economic
 집에서도 풀스윙  요즘은  홈 스크린골프 가 대세,Economic
 겨울 옷 지금 산다  옥션  역시즌 상품 판매  쑥 ,Economic
쌀값 오른 탓에 막걸리 떡 등 가공품 가격도  껑충 ,Economic
BNK부산은행  코인 거래소에 실명 계좌 발급 안하기로 결정 ,Economic
  년후에 오늘 가격으로 집 준다는    전문가들은  참여 업체 있을까 의문 ,Economic
코스피      p 오른      선으로 네 마녀의 날 극복,Economic
유망 바이오 찾아보니 CMO 강자 삼바  IPO 앞둔 HK이노엔,Economic
윤석열 공수처 수사 착수 NE능률 등 테마주 하락,Economic
햇빛 쏟아지는  강북뉴타운  한남 장위 창신 빗장 풀렸나,Economic
 문답  한은  경기상승 속도 예상보다 빨라졌다 ,Economic
현대차 SK 포스코 효성 뭉쳐  한국판 수소연합체  구성,Economic
광주 붕괴 건물  보험 미가입 건설공사보험 있으나 의무 아냐,Economic
프라이버시 못 넘보게 한 애플 페북은  부글 ,Economic
노동 인권 젠더 모른척  나쁜 기업 찍힌다,Economic
미사일 지침 해제 효과   한화  민간 최대 우주센터 세우고 위성 쏜다,Economic
  인플레이션 시대 진입    테이퍼링 빨라질까  투자자들  우왕좌왕 ,Economic
신세계인터 연작   서 잇단  러브콜    억명 사용 뷰티 앱 입점,Economic
코스피  개인 외국인 매수세에 상승 마감 네이버    ,Economic
국민    가 백신 맞았다     만 회분  얀센 접종으로 속도 ,Economic
한은  가계대출 급증세 이어질 것 장기적으로 소비위축 위험  종합 ,Economic
아파트  억 오피스텔  억   너무한  동탄역 디에트르  분양가,Economic
벤츠  전기SUV  더 뉴 EQA  다음달 출시  천   만원 종합 ,Economic
세계 금융자산  앞으로  년간  경원 늘어   북미 아시아 선두,Economic
 한국 민간부채 급속 증가 가계 기업부채도 GDP 추월 ,Economic
 코스피 마감 개인 외인 순매수에 소폭 상승     선 회복,Economic
LG하우시스 LX하우시스로 변경 실리콘웍스는 LX세미콘 종합 ,Economic
노형욱 오세훈  맞손  주고받은건  갸우뚱 ,Economic
가계 대출  년  개월 만에 감소  SKIET 청약 때문이라고 ,Economic
JBS  랜섬웨어 공격에 비트코인으로  몸값      만달러 지불,Economic
서울 아파트값  주 연속     대 상승,Economic
 부담 덜한  손자회사로 지배력 늘려온 대기업 지주사들,Economic
삼성  이미지센서도  초격차    미세화로 소니 잡는다,Economic
전월세신고제 후 전세가격   주만에 최대폭   전세물량  뚝 ,Economic
페퍼저축은행  최고금리 인하 비적용 대출 금리 인하,Economic
거래소  부정거래 혐의  종목 적발  천억원 규모,Economic
만도  자율주행 부문 물적분할 이유는 ,Economic
방통위  본인확인기관 국민은행 토스 신청 네이버 카카오 깜짝 불참,Economic
디지털 성장 프로그램 두 번째  광고 수익 워크숍에 초대합니다,Economic
 트래블 버블  단계적 진행 수혜주는 ,Economic
현대차 울산공장 오후 생산 중단 협력사 확진자 발생 여파 종합 ,Economic
 밀가루 값 반년만에     급등  도미노 가격 인상 이어질 수도,Economic
    가까이 급등한 돼지고기값 가공식품 가격인상 불가피,Economic
미국 코로나 경구치료제 계약에 신풍제약 급등,Economic
코스피    정기변경 코앞  공매도 타깃 주의보,Economic
 마감 코스피 외국인     억 순매수,Economic
상의 회장단 만난 김대지 국세청장  올해 세무조사 작년 수준으로 감축 ,Economic
CU  곰표 맥주    GS    노르디스크 맥주  편의점  이색 협업  전쟁,Economic
 얀센 잔여 백신  카카오 네이버 통해 예약 가능  혈전증 주의해달라   종합 ,Economic
국세청장 만난 최태원  경제계와  납세분쟁 제로화 TF  만들자 ,Economic
한화건설   포레나 부산덕천  대단지 시리즈 아파트 효과  톡톡 ,Economic
유통업계  가치소비  늘자 잇단  탈 플라스틱  제품 출시,Economic
네이버날씨에 항공사 본다는 웨더뉴스 들어온다,Economic
두산중공업  한미정상회담발 단기 과열에    대 급락,Economic
 프리즘 절실한 디지털 금융  조용한 국회,Economic
 K반도체 전략  대규모 예타사업 본격 추진,Economic
무더위에도 배당주  꿈틀  호실적에 배당 늘릴까,Economic
    년까지 미래차 부품기업  천개 육성 올해  천 백억 투입,Economic
김대지 국세청장  기업 세무조사 작년수준으로 줄인다 ,Economic
 단독  누구나집   전매제한 거주의무 둔다   차익 절반은 회수 ,Economic
방치하면 차부품사    만명 실직 미래차 기업 전환이 해법,Economic
물가 상승에 경제고통지수      월 기준   년 만에 최고,Economic
 암호화폐는 무조건 투기라는 인식 전환해야 ,Economic
김대지 국세청장  경제 회복 위해 기업 세무조사 줄이겠다 ,Economic
 괌 예약상담 문의 늘었다  여행사도 호텔 리조트도 기대감 ,Economic
두산로지스틱스솔루션  나이키 이천 CSC 증설 본계약 체결    억 규모,Economic
 단독  기업은행  중소기업에 중고 허위매물 판매 논란 소송서 패소,Economic
 울산 최초 최대 수소도시 될 수 있다   원자력 기술 활용해 수소 생산 비용 절약해야   서울포럼      ,Economic
  월부터 토스 앱으로 전자증명서 뗀다 ,Economic
 더 이상 미룰 수 없다   시멘트 공급 대란  장기화되나,Economic
 미국 주식보다 유럽 주식 극장 여행주보다 은행주 ,Economic
  코로나 경구치료제 계약에 신풍제약 급등,Economic
소상공인  재난지원금과 손실보상은 달라  국회 통과촉구 ,Economic
LED로 감정표현하는  기가지니   출시 음성인식 성능 ,Economic
일하는 여성   명 중  명  코로나로 일 가정 부담 가중 ,Economic
비트코인     오른     만원대 이더리움    도지코인    ,Economic
시뇨라 르노삼성 사장  XM  수출 물량 제때 공급해야 일자리 보호 ,Economic
소리바다  감자  원안 통과   재무개선 청신호,Economic
집값   만 우선 내는  누구나집   로또청약 유발 서울수요와 괴리 ,Economic
제철 맞은 초당옥수수  택배 파업에 발동동,Economic
 먹고살기 빠듯하네    년 만에 경제고통지수 최대,Economic
 프로필 국조실 국무 차장에 재정 전문가 윤성욱 임명,Economic
CNBC   밈 주식 에 올라탔다면  적어도  주 안에 파세요 ,Economic
 일문일답 한은  기준금리 한 두 번 올린다고  긴축  아냐 ,Economic
특화 평면 고급 인테리어로 눈길 끄는 경산 아이파크,Economic
해운 항만 물류에  전문화된 IT 인력  양성 필요,Economic
서울 아파트값 강세 이어져 재건축 이주수요로 전셋값도  껑충 ,Economic
스마트폰으로 보행자 지킨다 LG전자 모바일앱 선보여,Economic
생산 유통 활용 빈 퍼즐 채운다 점점 커지는  K 수소동맹 ,Economic
집값      년 분납  지분적립형 주택   전매제한   년에 거주 의무  년,Economic
대한상의 방문한 국세청장  기업 세무조사 작년 수준으로 감축  종합 ,Economic
파미셀     억 규모 사모 CB 발행 결정,Economic
 오세훈 드라이브 통했다  재건축 재개발  속도 ,Economic
광주 사고현장 찾은 노형욱 장관  사고원인 철저히 규명  종합 ,Economic
    년  서울아파트값     상승               MB       ,Economic
 월 가계대출    조 감소    SKIET  빚투 상환  효과,Economic
국세청장 만난 최태원 상의 회장  상속세 분할납부 기간 확대해야 ,Economic
유진로봇      억원 규모 로봇청소기 공급,Economic
소공연  손실보상과 피해지원은 법적으로 다른 영역 ,Economic
 마켓인 교직원공제회  국내 해외주식 운용역 채용,Economic
 단독 부산박람회 유치위원장에 김영주  장관 내정,Economic
 월 장외 채권금리 소폭 상승 성장률 상향 테이퍼링 언급,Economic
불붙은 베트남 증시 왜,Economic
최태원 상의회장  국세청에  상속세 분납     년  요청,Economic
 거래절벽 에도 계속 오르는 서울 집값 서초구 전셋값  년여만에  최고 ,Economic
한은 금융불균형 우려 커지는데 금리인상 빨라지나,Economic
초등  년생도 화이자 백신 맞나  만   세  허가변경 심의중,Economic
일동제약  바이오 USA 참가  신약 파이프라인 공개 ,Economic
캐딜락  더 커지고 다양한 옵션 탑재한 신형 에스컬레이드 공개,Economic
부산은행   가상화폐 거래소와 제휴  없었던 일로  최종 결정,Economic
 수소도시로 업그레이드한 창원  시민 수용성 높이는 좋은 선례   서울포럼      ,Economic
임대차 신고제 시행   전셋값 상승폭 더 커졌다,Economic
 우리 배터리가 불나지 않는 이유요  ,Economic
도봉구 역세권 공공주택복합 선도사업 후보지 중 첫사업,Economic
경산 아이파크   특화 평면  고급 인테리어로 눈길 잡는다 ,Economic
보험부채      년부터  원가  아닌  시가 로 측정  자본확충 필요 ,Economic
 뉴스큐브  백신 접종    일 만에  차 접종  천만 명 돌파,Economic
 예고된 인재  광주 철거건물 붕괴   구조검토 현장관리 제대로 이뤄지지 않았다 ,Economic
주간 아파트값  상승률  수도권   지방    세종 하락,Economic
카카오가 만드는 NFT 시장  밑그림 나온다,Economic
SKIET 공모청약 영향에 가계대출 반짝 감소,Economic
 K 반도체 전략  대규모 예타 사업 추진 본격화 종합 ,Economic
삼성엔지니어링  차세대 건설용  D 프린팅 기술 개발,Economic
매년   만명이 서울 떠났다 이사 이유  위는  주택 문제 ,Economic
DL이앤씨   e편한세상 석림 더노블  서산시 역대 최고 기록 임대제외   순위 마감,Economic
김 총리  붕괴사고 재발  국민께 송구 피해 가족에 깊은 위로 ,Economic
부산 아파트  주째     대 상승 신고가 계속 체결,Economic
에브리봇 증권신고서 제출    월 중 코스닥 상장,Economic
불붙은 서울 아파트값  매물 줄고 가격 올랐다,Economic
고춧가루      말린 고추       가격 올라,Economic
가계도 기업도  빚빚빚  부채 증가속도 금융위기 웃돌아,Economic
 K 수소 어벤저스  출범  생산   소비 밸류체인 전방위 구축,Economic
 글로벌핫스톡    소형 가전의 애플  발뮤다  해외영토 넓히며 고성장,Economic
 단독  스포츠의류  스파이더    판권  국내 PEF가 품는다,Economic
인생의 스토리를 완성하는 레이어드 공간의 가치,Economic
LG하우시스  LX하우시스로 사명 변경 추진,Economic
 이데일리N   자구안 가결  쌍용차  다음달부터  교대로 전환,Economic
 Q A  보험계약 회계기준  어떤 점이 좋아지나 ,Economic
키움 삼성 미래  유튜브 구독자     만    신뢰도 바탕,Economic
 시그널  CJ그룹   번가 손잡은 바로고      억 투자 유치 성공,Economic
 비정규직    불편한 진실  그 공기업들  채용     줄였다,Economic
노형욱 국토부 장관  전국 철거현장 신속 점검 실시 ,Economic
도미닉 시뇨라 르노삼성 사장  XM   생산 물량 확대 절호의 기회 ,Economic
현대차증권     조 규모 수소경제도시 전환 MOU,Economic
김부겸  매몰자 수색현장 보니 참담 국민생명 못지켜 송구 ,Economic
보험     년 새 회계제도 시행   부채  시가로 평가 재무 부담 ,Economic
너무 올랐나 두산중공업  공매도 폭탄에 급락세,Economic
 월 가계대출 일시적 감소    공모주 청약대출 상환 때문 ,Economic
은행 가계대출  년 개월만에 감소 SKIET 증거금 상환 영향,Economic
우리은행   개 신용대출 우대금리 축소 폐지 대출총량 관리 차원,Economic
유진로봇    억 규모 로봇청소기 공급계약,Economic
휴온스그룹  지주사 휴온스글로벌 임직원에 스톡옵션 부여,Economic
비트코인  천   만원대 이더리움    도지코인    ,Economic
셀리버리  파킨슨병 치료신약 iCP Parkin 알츠하이머병 치료효능 증명,Economic
 괴물 배터리  탑재한 LG 그램    컨슈머리포트서 압도적 성능 입증,Economic
  조선   월 수주   제치고  위 올해 누계는 전년 동기   배,Economic
  공기업의 역주행 이익     줄었는데  인건비는     증가,Economic
강해지는 고점 저항 중소형 의 시간이 온다,Economic
 마켓인 국민연금  기아 현대차 투자목적  일반투자 로 상향,Economic
LG U   스마트 모빌리티 엑스포에서  자율주차  공개,Economic
리더스기술투자     억원 CB 매각 신사업 투자 박차,Economic
 프로필 신임 국가공무원인재개발원장에 최창원 국무 차장 임명,Economic
LG 심벌 마크에  가지 디자인 입혔다,Economic
LG화학  시총  위  위로 외국계 매도 리포트 이후  뚝뚝 ,Economic
광주 철거현장 찾은 노형욱 장관  전국 철거현장 신속 점검 ,Economic
정부  K반도체 전략 위한 예타 본격 시동,Economic
재규어 럭셔리 SUV  뉴 F PACE  출시   판매가     만원,Economic
삼성전자  업계 최초       픽셀 이미지 센서 출시,Economic
내달부터 토스 앱서 대출서류 발급 제출    슈퍼 앱  가속화,Economic
현대차 서울시  도심항공  UAM  생태계 구축 맞손,Economic
보험사 새 회계기준     년 시행  자본 더 확보해야,Economic
고바이오랩  락토바실러스 균주 관련 국내 특허 취득,Economic
셀카 화소 걱정도 끝    삼성  세계 최소 픽셀 이미지센서 출시,Economic
 정부  년  서울 아파트값     올라 참여정부보다 높아,Economic
국제백신연구소 사무총장  코로나 변이종 대응      조 이상 들 것 ,Economic
한화리조트 가려면 마켓컬리로 패키지 단독 판매,Economic
 이슈  직설  등록임대 폐지  임대인 분노    생계형 유지 검토  누가 취미로 임대 하나 ,Economic
딱 하나만 만들 수 있는 ISA 계좌 어디가 좋을까,Economic
 이슈  직설  과천 이어 태릉 용산까지 거센 반발 속 휘청이는 국토부 서울시 공급 대책 ,Economic
노형욱  광주 건물붕괴 사고원인 철저히 규명  엄중히 조치할 것 ,Economic
바로고     억원 규모 시리즈C 투자유치,Economic
국세청장 만난 최태원   TF 만들어 납세분쟁 없애자  제안,Economic
HDC현대산업개발  광주 붕괴 건물 철거 계획서 수사기관에 제출,Economic
금융위      년부터 보험부채 측정   원가 아닌 시가로 ,Economic
한은  하반기 물가상승률    내외  추가 상승 요인 있어 ,Economic
ISMS 인증이 뭐길래   코인거래소 무더기 퇴출되나,Economic
제네시스  반도체 품귀에도     누적판매  최대 ,Economic
 이데일리N  카카오  보험업도 성큼 금융위 예비인가 받아,Economic
안산 중앙역 로데오상권 중심  아피체 오피스텔  월   일 그랜드오픈,Economic
뉴욕 월가  테슬라 머스크 이을 후임 준비 필요,Economic
현대차증권  롯데건설과    조 규모 수소도시 전환 MOU,Economic
현대차   환경부 등과    조 규모 수소경제도시 전환 MOU,Economic
 눈에 콕콕  원베일리  좋은건 알겠는데  대출 특공 다 막혔다,Economic
 민주당 수도권 공급대책   무주택자에 저렴한 주택공급 환영  사업자 참여 미지수 ,Economic
주주행동 나선 밸류파트너스운용  SGC이테크건설 자사주 매입해라 ,Economic
과자 당류 나트륨 함량  년 전보다 늘었다,Economic
생기원  다기능 농작업 로봇 상용화 스마트팜서 실증,Economic
현대차 서울시  도심항공교통 생태계 조성 맞손,Economic
네이버 vs 카카오 시총  위 경쟁 치열 카카오 시총   조  눈앞 ,Economic
 제습기  초여름 필수 가전으로 부상 이마트  할인행사 돌입,Economic
금융위  IFRS        년 도입 확정  부채  시가평가  실시,Economic
최태원 대한상의 회장  국세청장에  납세분쟁 제로화 TF 만들자 ,Economic
커지는 물가상승 압력    한국은행  하반기 물가    내외 등락 ,Economic
공모주 열풍 사라지자  월 가계대출  조 천억 감소 종합 ,Economic
한은  당분간 통화정책 완화기조 유지  가계부채 증가세는 경계 ,Economic
 청주소식  SK하이닉스 세이브더칠드런에  천   만원 기부,Economic
집값    만 내고 일단 입주  지분적립형 주택  윤곽 전매제한   년,Economic
로킷헬스케어  연골 재생치료 플랫폼 이집트 임상 중간 결과  효과적 ,Economic
현대차 SK 포스코 효성그룹   수소 동맹  결성,Economic
     대책  역세권 고밀개발 시동   도봉구  곳 지구지정 요건 확보,Economic
 물가 상승   불확실성  상존     추경 등 인플레 압력 ,Economic
 기업 지출 역대급 이 주식 사라  JP모건 추천 종목 봤더니,Economic
    년 IFRS   시행 앞두고 보험계약 기준서 확정,Economic
    년부터 보험사 부채  원가  아닌  시가 로 평가,Economic
정부      년까지 차부품기업     개 미래차 기업으로 전환,Economic
현대차증권     조 규모 수소경제도시 전환을 위한 MOU,Economic
 코인브리핑  비트코인     급등     만원,Economic
 온투법 등록  호  P P업체  곳  중금리 대출 차별화 집중 ,Economic
국세청장 만난 최태원  경제계와 함께 납세분쟁 제로화TF 만들자 ,Economic
진격의  K 조선    월 수주 다시 중국 제쳤다,Economic
비트코인 바닥쳤나  법정화폐  지정 후     만원대 반등,Economic
 시시비비 정부는 자원외교에 나서야 한다,Economic
현대차    조    억원 규모  수소경제도시 전환 MOU  체결,Economic
    년부터 보험사 부채  시가로 평가   IFRS   기준서 확정,Economic
현대차 SK 포스코 효성   월 중 수소기업협의체 출범 추진한다,Economic
논산을 수소경제 거점으로     년까지  조 천억원 투자,Economic
아직은 잠잠한  네 마녀의 날  코스피      회복,Economic
한국거래소  기업사냥형 부정거래 적발     억 원 규모,Economic
공수처  직권남용 혐의로 윤석열 전 검찰총장 수사 착수,Economic
    년부터  보험계약 회계기준  싹 바뀐다,Economic
 왕의 귀환  캐딜락   세대 풀사이즈 SUV 에스컬레이드 공개,Economic
현대차 울산공장 생산 중단 협력사 확진자 발생 여파,Economic
보험부채     년부터 원가 아닌 시가로 측정한다,Economic
삼성 현대차 만난 김대지 국세청장  세무조사 줄이겠다 ,Economic
상의  상속세 분할납부   년으로    김대지  세무조사 필요 범위 내 신중하게 ,Economic
조합원 양도 강화 서울 매물 줄고  집값 더 오르나,Economic
국세청장  세무조사 건수 지난해 수준으로 감축 ,Economic
카드결제 여전히 꺼리는 보험사들  신용카드 싫어요 ,Economic
김대지 국세청장  지난해 수준으로 기업 세무조사 줄이겠다 ,Economic
국세청장  올해 세무조사 감축 부동산 탈세엔 엄정 ,Economic
휴메딕스  미 중 견제에  의약품 원료  판권 부각  시장점유율 확대 기대감 ,Economic
휴온스글로벌  임직원에   억원어치 스톡옵션  인당  천만원,Economic
국내 소셜벤처  일냈다   정부와 독점 공급 계약,Economic
재건축 조합원 자격  안전진단 이후부터 아예 제한된다고 ,Economic
 초점   또 후진국형 사고   HDC 정몽규 권순호  중대재해법 처벌 ,Economic
제네시스 첫 전기차 실제로 보니  G   전동화 모델 첫 공개,Economic
 fn마켓워치  신용도 개선된 현대로템  공모채 시장  년 만에  도전 ,Economic
철근 가공 표준단가  만  천 원 인상,Economic
 고령층 높은 예약률 동의 땐 얀센 잔여백신도 접종 ,Economic
기업 지주사 쌓아둔 현금   조원 공정위  벤처 투자에 쓰여야 ,Economic
문재인정부  년  서울 아파트값      청약 경쟁도 최고,Economic
박종석 부총재보  소폭 금리인상  긴축 아냐 ,Economic
건설업계  전국주택사업 호황 전망       년 수준 ,Economic
 셀프 후원  김기식 전 금감원장 벌금    만원 확정,Economic
한화큐셀  포항 산단에    억 규모 태양광 발전사업,Economic
오늘  얀센 잔여백신  풀렸다 AZ처럼 하늘의 별 따기 ,Economic
넥스트BT   nfp 피놀라 대마종자유  홈쇼핑 판매,Economic
소리바다  감자  원안 통과   재무개선 청신호,Economic
  조선   월 수주 세계  위   선가는  년 반새 최고,Economic
한은  주택공급 부족 우려로 집값 상승 가계 빚 늘려 ,Economic
지분적립형 주택       년에 걸쳐 매회 지분        취득,Economic
 단독  태릉골프장 공급도 엎어졌다   만     가구로 축소될 듯 ,Economic
신세계푸드  샌드위치 매출 전년대비  폭풍 성장 ,Economic
일동제약   바이오 US 서 신약후보물질 라이선스 아웃 가능성 타진,Economic
J J의 미래먹거리 재생의학 파트너는 티앤알바이오팹,Economic
광주 재개발 붕괴 사고  현장 직원들은 미리 대피했다,Economic
 공진단  월  일 공시진단 리뷰   에스에프에이,Economic
롯데건설  논산시 수소경제도시로 바꾼다,Economic
   부동산 시장 이끄는  초프리미엄 ,Economic
누적  차 접종 천만 명 넘어 오늘부터 얀센 백신 접종,Economic
서울 아파트값  주 연속 올랐다 전셋값도  껑충 ,Economic
노랑풍선  특별관계자 지분 블록딜  유통 가능 주식수 확대 목적 ,Economic
전월세신고제 시행된  월 첫 주  서울 전셋값   주 만에 최고 상승,Economic
현대차  서울시와 UAM 생태계 구축  맞손 ,Economic
노형욱 국토부 장관  전국 철거현장 긴급 점검 실시 ,Economic
슈퍼앱 갖추는 토스  대출서류 발급 제출도 토스에서 ,Economic
투자가치 부풀리고 지분 쪼개기  기획부동산 일당   명 기소,Economic
    년까지 연매출  조 신약 개발 정부  임상시험 인프라 확충,Economic
현대차 서울시  UAM 성공 구축 실현 힘모은다,Economic
아파트 매물잠김 현실화 서울 집값  주연속     대 상승,Economic
현대   유통  사 중 유일하게 직원 늘어난 이유,Economic
