title,category
 더 강력해졌다  기아 플래그십  더 뉴 K  본격 판매,Economic
메리츠   SK텔레콤  메타버스 구독형 서비스 초기 성과가 주가 좌우할 것 ,Economic
파이낸셜타임스   연준 FOMC서 인플레이션 논의될 것 ,Economic
삼성   하나머티리얼즈  연  회로 배당 늘려 주주환원 강화 ,Economic
 김박사 오늘 기업 사람  산업은행 쌍방울 카바나 삼성전자,Economic
MG손보   억 증자 예정 재무건전성 개선  목적,Economic
LG이노텍  올해 최고 실적 경신 전망 하나금투,Economic
유안타증권  코스피  최고점 경신했지만 저항 부담 커져 ,Economic
하나금융투자   카카오뱅크 증권사 주식계좌 개설  서비스 개시,Economic
한국투자증권  뉴욕증시  가치주보다 성장주가 우세한 흐름 ,Economic
대신증권  SK이노베이션  배터리사업 가치 저평가 ,Economic
카카오  카카오커머스 합병으로 이익 체력 증가 교보증권,Economic
최저임금위원회  오늘 일  전원회의 민주노총 복귀 가닥,Economic
광주 건설현장 불법공사 무더기 적발  HDC현산 GS건설 등 대형업체,Economic
이베스트증권  휠라홀딩스  아쿠쉬네트 이익 증가에 실적 개선 목표가 상향 ,Economic
 만족도 높은  청년재직자 내일채움공제  신규 가입은 급감,Economic
카카오뱅크   증권사 계좌개설 신청  서비스에 하나금융투자 추가,Economic
 월부터 전기요금 할인 축소 일부 소비자 부담 커진다  ,Economic
지어소프트  온라인 오아시스마켓 성장 지속 교보증권,Economic
세븐일레븐  도시락 먹고 네이버 웹툰  쿠키  받으세요 ,Economic
 클릭 e종목 대덕전자   분기 수익 본격화 목표가  ,Economic
하나금투도 카뱅으로 카카오뱅크  증권사 계좌개설 서비스 확대,Economic
현대차 북미사장  년까지 에어택시 상용화 ,Economic
 뉴스체크 경제   노 노 갈등  건보공단 이사장 단식,Economic
 한경 코알라  은성수가 울고갈  업비트의 난    김치코인에서 도망쳐 ,Economic
 외환브리핑  국채 금리 반등 따른 달러 강세 FOMC 경계감 커졌다 ,Economic
비트코인   만달러 재돌파 머스크 발언에 화폐도입  호재   코인 시세 ,Economic
대신   롯데케미칼  호황 국면 지속될 것 목표가 ,Economic
대한제강   분기 실적 컨센서스 상회할 것 목표가 현대차증권,Economic
 빅데이터MSI 일 오전 주식시장 심리  단계  매우 좋음 ,Economic
LG에너지솔루션   ESG 위원회  신설 ESG 경영 속도 낸다,Economic
카뱅   증권사 계좌개설 서비스 에 하나금투 추가,Economic
 클릭 e 종목  카카오와 카카오커머스의 합병시너지,Economic
참사 주변 건물 해체계획서도  부실 엉터리 ,Economic
대신증권  보험  코로나 이후 회복 못한 유일한 섹터 ,Economic
현대오일뱅크  상장 재추진 년 목표 ,Economic
Z세대 원픽 세븐일레븐 한끼듬뿍덮밥 도시락,Economic
에스엠  NCT 급성장과 공연재개 기대감 기업가치 상승 전망 유안타증권,Economic
NH투자증권  SK  자회사 인적분할에 가치 제고 기대 ,Economic
강원랜드  오늘부터 카지노 입장 인원 확대,Economic
강릉 신일정밀  기본급 인상  중재안 정상화될 듯,Economic
KFC  일주일 간 멤버십 앱 고객 혜택 강화,Economic
 년 한시 운영  가리왕산 곤돌라 내년  월 개통,Economic
 유럽증시 독일 증시 제외하고 상승 마감,Economic
롯데케미칼  과도한 저평가 상태 목표가 대신증권,Economic
신규 확진  명대 예상 백신 오접종 잇따라,Economic
경남제약  트와이스 모델  피부비타민 레모나 핑크  광고 온에어,Economic
 굿모닝 증시  S P 나스닥 동반 사상 최고 마감 국내 증시 상승세 이어갈까,Economic
 글로벌 비즈   현대차  미래 핵심 모빌리티  플라잉카  출시 앞당긴다 ,Economic
한국투자증권  엔씨소프트   분기부터 실적 개선 본격화 ,Economic
 조간브리핑  현대차  반도체 국산화 시동  파운드리 업계와 공동 개발 추진,Economic
대덕전자   분기 본격적 수익 창출 가능 대신,Economic
기아  이르면 연내 웨어러블 로봇 도입 아이언맨 슈트  성큼,Economic
 뉴스새벽배송  S P 나스닥 또  사상 최고 비트코인  만달러 돌파,Economic
S Oil  하반기 갈수록 정제마진 개선 목표가 대신,Economic
신한카드  메타버스 연구개발 돌입   Z세대 잡는다 ,Economic
대우버스 노사  해고 철회 가동 재개 잠정 합의,Economic
SKT  구독 서비스 성과로 주가 결정될 듯 메리츠,Economic
 테슬라  보험  인기 데이터 쥔 자동차회사들  보험업 넘본다,Economic
택배노조 파업 일주일째 택배 대란  현실화 되나,Economic
메드팩토 대장암 치료제  예상넘는 임상결과에 기술수출  초읽기 ,Economic
울산 주택구입부담지수  년 만에 최고,Economic
 주유소 카드수수료   인하하라  석유유통업계 서명운동,Economic
전국 최초  수소복합단지 울산 건립 속도,Economic
보행자 안전을 위한 넛지  기고 ,Economic
문재도 수소융합얼라이언스 회장   수소경제 선도할 수 있다 ,Economic
 나랏빚 좀 갚자 는 홍남기 조라던 현금지원 줄어들듯,Economic
미 EU  항공기 보조금  년 분쟁 막 내리나,Economic
 클릭 e종목   한화솔루션  하반기 태양광 흑자 기대 ,Economic
일진머티리얼즈  매출 부진 벗어나  Q 고성장 재진입  신한,Economic
하나머티리얼즈  중간 배당으로 정책 변경 전망 삼성,Economic
다시 저항 맞닥뜨린 코스피 실적시즌에 민감 ,Economic
에스엠  NCT 급성장 공연재개 기대감까지 목표가  ,Economic
 노골화된   견제 테이퍼링 이슈만큼 주시 이유는 ,Economic
SK이노  배터리사업 가치  조 vs  LG화학  조로 할인 과도  대신,Economic
크리스탈지노믹스  혈액암 신약후보물질 임상  상 중간결과 발표,Economic
 건전성 빨간불  MG손보  다음달까지  천 억 확충 ,Economic
월가 거물  다이먼 CEO  인플레 지속될 것  현금 쌓겠다 ,Economic
머스크 탄자니아 호재 타고  훨훨  비트코인  만원대 거래,Economic
한경연  내년 최저임금  만원 되면 일자리 최대  만개 감소 ,Economic
미국 최대 은행이 자산 가격 폭락을 예상해 쌓아놓은 돈의 규모,Economic
 수성이냐 쟁탈이냐 네이버 vs카카오  오늘 시총  위는 ,Economic
 청계광장  월급 루팡 퇴치법,Economic
 한국 전기차 경쟁력 세계  위 자율차 준비  위 ,Economic
베트남 보건부  화이자 코로나  백신 긴급사용 승인  KVINA ,Economic
 BTS 효과  하이브 시총  조 돌파 주가  만원 가나,Economic
 클릭 e종목 라면 가격 인상될까 선호도  농심 삼양식품 오뚜기 ,Economic
롯데케미칼  시황에 대한 과도한 우려로 저평가 상태 목표가 대신,Economic
 재택플러스  달러 잔액 사상 최고치 왜 ,Economic
베트남  산업용부동산 수요 증가 공실률  임대료   KVINA ,Economic
BGF리테일  편의점 업계 재편의 중심 목표가 유안타,Economic
다시 성장기술 의 시간 나스닥  사상 최고치  찍었다 뉴욕마감 ,Economic
 거래일 연속 상승 카카오 주가 얼마까지 오르나,Economic
 증시전략   월 FOMC 점도표 경제전망 보고서 촉각 전망은,Economic
영  방역규제 철폐  주 연기에 기업들 패닉,Economic
하이트진로  하반기 업황회복 실적 주가 가파른 상승  NH,Economic
 비트코인 지금  월가 거물의 우호적 발언에 만원대로  껑충 ,Economic
 재택플러스   덤벨경제 단백질 보충제 인기,Economic
 서학개미 뭐샀나   밈 주식 열풍의 시작  게임스톱  순매수  위 변동성 ,Economic
 재택플러스  미국  기술주 상승에 나스닥 최고가 경신,Economic
해운 수출대란 연말까지 중소화주 중소해운 지원해야 ,Economic
 새 아파트 입주  몰린 지역 집값이 급등하는 이유  집코노미TV ,Economic
제테마  수출 지역 확대 등 연간 흑자 기대  한국,Economic
신세계인터내셔날  화장품 실적 개선 견인 목표가 대신,Economic
 글로벌 마켓    나스닥 S P  사상 최고치 경신 관망세 이어져,Economic
 뉴욕증시   대 지수 혼조 마감  애플 비트코인 관련주 급등,Economic
이스타항공 인수  쌍방울 vs 성정   파전,Economic
업비트 가상자산 거래 급감 유의종목 지정 영향,Economic
은행 예금보다 은행주  배당 이 낫다 사실일까  더 머니이스트 조재영의 투자스토리 ,Economic
버핏이 선호하는  버블지표  역대 최고치 닷컴붕괴 때와 비슷,Economic
불투명한 탄소배출권 경매시장  뭘 개선해야 할까   더 머니이스트 김태선의 탄소배출권 ,Economic
 뉴스 배민은 쿠팡처럼  쿠팡은 배민처럼,Economic
 단독 곰표맥주 보다 더 빨리 매진  GS   노르디스크맥주  주문 중단,Economic
 SMR이 게임체인저 될까  원자력연  차세대 원자로 개발한다,Economic
인천공항   월 인니 바탐공항 SPC 설립 해외수익 대폭 늘린다,Economic
아모센스  공모가  만 원 확정   일 공모주 청약,Economic
나토   안보 위협  강경압박 뉴욕증시  S P 나스닥 최고 마감  모닝브리핑 ,Economic
신세계  조 안팎 베팅 이베이코리아 품에 안나   언박싱 ,Economic
 노동 강도 낮추면서 수익은 유지 출구 없는 갈등에 택배업계 근심만,Economic
재건축 걸림돌 안전진단  과연 문턱 낮아질까,Economic
IBK기업은행의 ESG 경영이 특별한 이유,Economic
 해외여행 길 점차 열린다 면세점 업계  손님맞이 채비,Economic
 재송 일 장 마감 후 주요 종목 뉴스,Economic
금융당국  DSR 강화 앞두고 금융권 소집 가계대출 조여라 ,Economic
 종목톡톡  대원미디어  급등 이유는,Economic
이동걸  쌍용차 지원에 부정적 고난 많을 것 ,Economic
 지지부진    부동산세제 개편 당내 반발로  진통  계속,Economic
 신선한 경제   리볼빙 막 쓰다 청년 신용불량자 됩니다 ,Economic
 전기차 충전요금 오른다 전기요금 할인 축소,Economic
 칩 부족  현대차  공장 멈추고 중고차 신차 가격 역전도,Economic
이스타항공 새 주인은 성정 vs 쌍방울  파전,Economic
애플 주가  일만에  달러선 회복했다 서학개미모닝브리핑 ,Economic
네이버 카카오 합산 시총  조 올해만  조 늘었다,Economic
이베이 인수전  내일 결판난다 신동빈vs정용진 누가 웃을까 ,Economic
 주  시간 미만  초단시간 근로자  만명 역대 최대,Economic
뿔난 소비자에게  사과 만 잘해도 본전 찾는다,Economic
코로나 이후  초단타족  늘었다  수익률은 오히려 마이너스,Economic
 집테크 리포트   시세 차익  억원   로또  반포 래미안 원베일리  주변 시세  ,Economic
나스닥 S P  사상 최고치 마감 다우는  종합 ,Economic
S P 나스닥 사상 최고 기술주 비트코인 강세  출근전 꼭 글로벌브리핑 ,Economic
금감원  가상화폐거래소에  투자 유의  코인 리스트 제출 요청,Economic
택배파업 장기화에 배송지연  속출 유통업계  온라인 대세인데  노심초사 ,Economic
배송 지연에 접수 집하 중단도 택배노조 파업 영향 확산,Economic
절반이  집값 너무 올랐다 그래서  집 안 산다 ,Economic
정상화로 가는 길 경제보다 앞서간 주가가 부담스럽다,Economic
 금리 올리자니 수익성이  은행권   월 LCR 정상화 앞두고  고심 ,Economic
  연준 FOMC 회의 오늘 시작 테이퍼링 논의 본격화 ,Economic
비트코인  잠시 지나가는 조정인가 장기 하락인가 온체인 지표로 분석해 보니 비트코인 A to Z ,Economic
배터리 등 핵심 전략 산업 성공 이어 가려면,Economic
 골든타임은 지금 몸값 뛰는 대우건설에 마음 급한 인수 후보,Economic
현대캐피탈의 반격 카드사 뛰어든 자동차 할부시장  격전 ,Economic
로톡 강남언니 vs  사 자 직업 맞붙었다 확산되는 플랫폼 갈등,Economic
 불법 공매도  빠져나갈 구멍 좁아진다 금감원도 자체 모니터링,Economic
NY증시  FOMC 경계심에도 기술주 비트코인 강세 종합 ,Economic
내년 올해  분기 연내 기준금리 인상  반영하는 채권시장,Economic
 줄줄이 유의종목 지정  업비트 거래대금 하루새 반토막,Economic
공매도 반대  K스톱 운동  재개되나 한투연  코스닥부터 ,Economic
우즈 살린 GV  미국서 계단식 판매성장,Economic
오늘 근로장려금 일괄 지급 만 가구에 평균  만원씩,Economic
 BTS 효과  하이브 주가  만원 가나 시총  조 돌파,Economic
산은  억 규모 HMM 전환사채 주식 전환 ,Economic
이스타항공 인수전  쌍방울 vs 성정  파전,Economic
같은 아파트 윗집은  억대 아랫집은  억대 전세  이중 가격  고착화,Economic
 꽉 찬 비행기  왁자지껄한 공항 그리워   BTS 사장님 보고싶어요 ,Economic
 버릴 건 버리고 미래 사업엔 질주 LF   선택과 집중  경영 가속화,Economic
커지는 미 인플레 우려 JP모건 CEO  지속적일 가능성 높다 ,Economic
최배근  증세가 싫은 당신  기본소득 찬성하라   뉴스업 ,Economic
이스타 인수 위해  영끌 한 성정 쌍방울  승자 누가 될까,Economic
최저임금  만원 땐 일자리  만개 줄어든다,Economic
 진단  물가 불안  일론 머스크도 놀란  원자재 슈퍼 사이클 탄소  인플레 환경이 바뀐다,Economic
 한 달 예약 꽉찼어요  오락가락 부동산 정책에 구청 상담창구  북새통 ,Economic
카드사  금융판 이익공유제 에 볼멘소리   결국 주주 이용자 피해 ,Economic
 중금리대출 고객 잡자 선제적 금리인하 나선 저축 ,Economic
IT부터 게임 바이오까지 코로나 수혜주 당분간 쉬어간다,Economic
금융권  잊을만 하면  노사갈등 경영 리스크 변수 부상 ,Economic
경쟁자들 투자 잰걸음 속  총수 부재  삼성은 게걸음,Economic
 만기 임박  은행 대출 눈덩이 서민들 빚갚기도 버겁다,Economic
 월부터 전기요금 할인 축소 일부 소비자 부담 커질 듯,Economic
 층짜리 청년 셰어하우스  종부세  만원에 문닫을 판,Economic
조선 빅  친환경 핵심장비 국산화 추진 수주경쟁력  높인다,Economic
홍성서  년 넘게 방치된 축사 재가동 움직임에 주민들 반발,Economic
 승승장구  카카오  주가 어디까지 오를까,Economic
 진짜 명품 팬은 온라인서 구매 명품에 힘 준  롯데온 ,Economic
다음주 전기요금 인상여부 발표 물가 우려에 또 제동 걸리나,Economic
성대규 신한생명 사장  오렌지라이프 노조와 만난다  임금 직급 등 논의,Economic
나스닥 S P  사상최고치 경신,Economic
쌍방울  이스타항공 인수 의지  확고  성정과  파전 압축,Economic
 단독 SK하이닉스  이사회가 CEO 성과 평가 제조업 최초,Economic
 친환경 투자하니 유가가 오른다  바이든 에너지 정책의 역설,Economic
AZ 접종자는 격리면제 안되는데 벌써 들뜬 항공사들,Economic
중복청약 갈림길  크래프톤 등판 시기 고민,Economic
막판 전면 충돌인가 긴장 높아진 여당 종부세 전선,Economic
 이재용 가석방  얘기 나오자  사면  다시 띄운 손경식  왜 ,Economic
 쌍방울 vs 성정  이스타항공 인수전  새 주인은 ,Economic
신규 확진  명대 예상 백신 오접종 잇따라,Economic
 버텼더니  다시 불붙었는데  베트남 펀드  지금 팔아야 할까,Economic
쌍용차  년 안에 회생할까  이동걸  자구안만으론 어렵다 ,Economic
 IPO 대어  크래프톤  중복청약 여부에 투자자 관심 집중,Economic
얀센 백신 접종  만명 후기 들어보니  이상반응  위는 ,Economic
 년간 발로 현장 뛴  집박사  은행원  연봉  에  억집만 보는 영끌 경고,Economic
실거주 의무 NO 억 로또  래미안 원베일리  갭투자 가능 ,Economic
 실속 없다  판매 접거나 중단  계륵된  세대  실손보험,Economic
보름 남은 DSR 규제 지금 빚 내서 사자  막바지 수요,Economic
상반기 펀드 수익률 톱 에너지 베트남 ETF  두각,Economic
 데이터 로  재벌 을 말한다 도끼를 갈아 바늘로 ,Economic
서울 집  이미 팔았거나 버티기 관망세 더욱 짙어진 매매시장,Economic
안드로이드와 결별 화웨이  왜  독자OS  국유화 선택했나,Economic
 단독 취업준비생  만명  역대 최대  취업문 더 좁아졌다,Economic
지주사 전환 또 무산 오스템임플란트 무슨 일이 ,Economic
막오른 기업들의  짝짓기 대전 승자의 저주 우려도 ,Economic
 일본 진출  년  간판 자회사로 우뚝  비결은 틈새전략 ,Economic
 정년  세까지   단협  년에 한번 현대차 노사 맞붙었다,Economic
  의총 미뤄졌다 종부세 완화 거센 반발  통과 여부 미지수,Economic
잘나가는 반도체 물류난에 역대급 수출 발목 잡히나,Economic
우리 농협  대출 축소 전 은행권 확대되나,Economic
 인플레이션 안온다  베테랑 이코노미스트가 보는 주식과 경제,Economic
불어난 나랏빚  초과세수로 상환 전국민 재난지원금 영향받나 ,Economic
 철도망 따라 오르는 집값 김부선 막겠다 GTX D 논란  마침표  찍을까 ,Economic
프랑스 EDF  중 합작 원전 방사능 유출 가능성 ,Economic
상폐 폭탄 업비트  나혼자 산다  금융 당국의 조용한 압박 ,Economic
 주  시간제  을 대 을 싸움될라  중소업체 사장도 직원도 불안,Economic
국내  치매 치료제  하세월인데 미국서 첫 신약  개발 불 지필까,Economic
뜨거운 여름 테마주 선풍기 맥주 말고  이것 도 있다,Economic
 집값이 너무 많이 올랐다  매입 망설이는 실수요자들,Economic
쌍용차 무급휴직 자구안에도  산은  금융지원 조건엔 미흡 ,Economic
이스타항공 본입찰에 쌍방울그룹 단독 참여,Economic
 대 악재  해소 신호에 비트코인 가격 급반등,Economic
 폐업    준비된 폐업  새로운 출발의 시작,Economic
빨라진 금리인상 신호에도 꿈쩍않는 집값  하반기도 기대 어려워,Economic
시총  위 노리는 카카오 네이버 제치고 플랫폼 대장주로 ,Economic
 추경만  조  다시 돌아온 홍남기의 시간 넘어야할 난제 셋,Economic
편의점 택배비  오늘부터 인상 최대  원 오른다,Economic
 단독 업비트엔 다 똑같은  상폐경고 사유 실제 잣대는 달랐다,Economic
 애널리스트의 마켓뷰 펀드 ETF 합친  액티브 ETF  주목,Economic
급식회사로 출발 현대  매출  조  유통 패션 거인 으로,Economic
 결제 허용할 수도  머스크 한 마디에 비트코인    급등 ,Economic
금감원  코인 거래소에 상폐 우려 종목 리스트 요청,Economic
 실탄 비축해볼까 올 하반기 역대급 공모주들 쏟아진다,Economic
  대부분 인플레 우려 연준에 돈줄 죄라는 월가,Economic
카카오  거침없는 질주   네이버  시총  위 자리 내놔 ,Economic
수도권 집값 끌어올리는  괴물  GTX 연장 요구 봇물에 난개발 될라,Economic
LG디스플레이   OLED 시장 독보적  위 연매출  조대 가능성도 종합 ,Economic
제천 삼척 고속도로 국가계획 반영 유력,Economic
전환평 제출 논란 제주 제 공항  공은 환경부로 ,Economic
 전기 먹는 하마  비트코인 엘살바도르는  화산 지열 이용해 채굴 ,Economic
제조업 매출  억 천만원 이상  소득세 신고 때  성실신고 확인서  제출해야  권태우의 세무Talk ,Economic
이스타항공 새 주인은 성정 vs 쌍방울  파전 압축,Economic
금감원  암호화폐 거래소에  상장폐지 코인 리스트 달라 ,Economic
탄자니아도 비트코인 법정화폐 검토 중남미  확산 조짐 종합 ,Economic
 머스크 변덕 에 가상화폐 출렁 국내는 코인 무더기 퇴출 후폭풍,Economic
 더이상 버틸 수 없다 주  시간 시행 앞두고    막막 ,Economic
에어부산 주식거래 정지  재무건전성 논란으로 확대,Economic
파업 와중에 편의점 택배비도 인상 소비자 부담만 증가,Economic
업비트  패닉에 당국  거래소  상폐 유의 코인 리스트 달라 ,Economic
참사 주변 건물 해체계획서도  부실 엉터리 ,Economic
 왕회장 이 말렸던 압구정 그 백화점   조 기업 됐다,Economic
 반퇴시대 재산리모델링  시세  억 군포 아파트 팔고  안양 단독주택 증여를,Economic
 서명수의 노후준비  년 설계  퇴직 전후에 꼭 챙겨야 할  가지,Economic
 종합물류기업  공언한 하림  이스타항공 인수 포기 왜 ,Economic
한수원   조 체코 원전 수주 청신호 러 중 탈락  과  파전,Economic
 몸값   크래프톤  중복청약 막차 탈까 ,Economic
JC파트너스  KDB생명  딜 클로징  지지부진 계륵 우려 ,Economic
일론 머스크 발언에   급등  비트코인  일 만에  만 달러 회복,Economic
전국 최초  수소복합단지  속도,Economic
 넘사벽  서울 아파트값  청약 경쟁 속 빌라 인기 갈수록 상승,Economic
머스크 입에 휘둘리는 코인시장  이슈 따라 하루 수백만원 출렁,Economic
 결제 허용할 수도  머스크 한 마디에 비트코인    급등 ,Economic
금감원  코인 거래소에 상폐 우려 종목 리스트 요청,Economic
 실탄 비축해볼까 올 하반기 역대급 공모주들 쏟아진다,Economic
  대부분 인플레 우려 연준에 돈줄 죄라는 월가,Economic
카카오  거침없는 질주   네이버  시총  위 자리 내놔 ,Economic
수도권 집값 끌어올리는  괴물  GTX 연장 요구 봇물에 난개발 될라,Economic
LG디스플레이   OLED 시장 독보적  위 연매출  조대 가능성도 종합 ,Economic
제천 삼척 고속도로 국가계획 반영 유력,Economic
전환평 제출 논란 제주 제 공항  공은 환경부로 ,Economic
 전기 먹는 하마  비트코인 엘살바도르는  화산 지열 이용해 채굴 ,Economic
