,title,category
177,중국  우주인 3명 자체 우주정거장에 보낸다  우주로 간다 ,World
178, 도쿄 아파트값  연봉의 11배인데 서울은   언론도 놀랐다  정영효의 인사이드재팬 ,World
179,한 대당 5000만원 넘지만  서 코로나에 인기 폭발한    정영효의 인사이드 재팬 ,World
180,스님 절반이 부업 잘나가던   불교 위기 맞은 까닭  정영효의 인사이드 재팬 ,World
181,탈석탄사회 추진에 나무젓가락 가격 뛰는 이유  정영효의 인사이드 재팬 ,World
182,산속 조난자 위치  소리 로   정확도 10배 높은 음원 위치 추적기술 나왔다,IT
183, 살려주세요  산 속 조난자 위치 소리로 찾는다,IT
184, 살려주세요  산속 조난사고 소리로 정확하게 찾아낸다,IT
185, 살려주세요  비명 위치 실시간으로 찾는다,IT
186,KT  웹케시 그룹에 236억원 지분투자  핀테크 시장 선도 ,IT
187,KT  웹케시그룹에 236억원 지분투자 금융플랫폼 사업 확대,IT
188,웹케시그룹  KT와 손잡고 B2B시장 공략 6월 협업상품 출시,IT
189,KT  핀테크  웹케시 에 236억원 지분 투자  KT경리나라  나온다,IT
190,카카오T 앱으로 비행 티켓도 예약  카카오T항공  출시,IT
191,카카오T   항공권  예약 발권 된다    7월부터 릴레이 할인 ,IT
192,SK  C C  신한은행  더 넥스트 마케팅 시스템  구축 착수,IT
193,SK 주 C C  신한  고객맞춤형 마케팅 플랫폼 구축,IT
194, AI가 부동산 매물정보 실시간 확인  직방에 KT 솔루션 도입,IT
195,공인중개사 중개실무 사관학교  네오비   핵심 공인중개사 실무 교육 책 출간,IT
196,크래프톤   배틀그라운드  뉴 스테이트  미국 알파테스트 성료,IT
197,크래프톤   배틀그라운드  뉴 스테이트  미국 알파테스트 마쳐,IT
198, 지금은 과학  살려주세요  소리난 곳 정확하게 찾는다,IT
199, 지금은 과학  동물이 과식을 억제하는 원리,IT
200, 지금은 과학  실리콘 반도체 위에 화합물 반도체 적층 성공,IT
201, 지금은 과학  알츠하이머 치매 진행 늦출 수 있다,IT
202, 유용하 기자의 사이언스 톡  생쥐를 빼고 과학연구를 말할 수 없는 이유,IT
203, 유용하 기자의 사이언스 톡   수포자  되면 뇌 인지력 떨어져요,IT
204, 유용하 기자의 사이언스 톡  엄마가 아이 구하려 위험 무릅쓰는 까닭은,IT
205, 유용하 기자의 사이언스 톡  무작위 같지만 당신 행동엔 패턴이 있다,IT
